person_id,dynasty_id,dynasty_name,sub_branch,full_name_original,short_name,kunya,nasab,laqab,title,role,reign_start_hijri,reign_end_hijri,reign_start_ce,reign_end_ce,death_date_hijri,death_date_ce,death_type,parent_tribe,region,predecessor_ruler,successor_ruler,relationship_to_prev,notes,historical_period,religious_detail,reign_duration_years,reign_order,death_category,geographic_zone,ethnic_tags,governance_detail,capital_lat,capital_lon,century_active,is_founder,is_last_ruler,succession_type
3-029,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"'Abd al-Karīm b. al-Mutī', Abu 'l-Fadl al-Tā'i'",al-Tā'i',Abu 'l-Fadl,b. al-Mutī',al-Tā'i',Khalīfa / Amīr al-Mu'minīn,Halife,363,381,974,991,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mutī',al-Qādir,oğlu,Ö. 393/1003; sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,17,29,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,10,Hayır,Hayır,Babadan Oğula
3-030,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Ahmad b. Ishāq, Abu 'l-'Abbās al-Qādir",al-Qādir,Abu 'l-'Abbās,b. Ishāq,al-Qādir,Khalīfa / Amīr al-Mu'minīn,Halife,381,422,991,1031,,,,Quraysh - Hāshim,Irak - Bağdat,al-Tā'i',al-Qā'im,,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,40,30,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,11,Hayır,Hayır,
3-031,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"'Abdallāh b. al-Qādir, Abū Ja'far al-Qā'im",al-Qā'im,Abū Ja'far,b. al-Qādir,al-Qā'im,Khalīfa / Amīr al-Mu'minīn,Halife,422,467,1031,1075,,,,Quraysh - Hāshim,Irak - Bağdat,al-Qādir,al-Muqtadī,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,44,31,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,11,Hayır,Hayır,Babadan Oğula
3-032,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"'Abdallāh b. Muhammad, Abu 'l-Qāsim al-Muqtadī",al-Muqtadī,Abu 'l-Qāsim,b. Muhammad,al-Muqtadī,Khalīfa / Amīr al-Mu'minīn,Halife,467,487,1075,1094,,,,Quraysh - Hāshim,Irak - Bağdat,al-Qā'im,al-Mustazhir,,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,19,32,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,11,Hayır,Hayır,
3-033,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Ahmad b. al-Muqtadī, Abu 'l-'Abbās al-Mustazhir",al-Mustazhir,Abu 'l-'Abbās,b. al-Muqtadī,al-Mustazhir,Khalīfa / Amīr al-Mu'minīn,Halife,487,512,1094,1118,,,,Quraysh - Hāshim,Irak - Bağdat,al-Muqtadī,al-Mustarshid,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,24,33,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Babadan Oğula
3-034,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"al-Fadl b. al-Mustazhir, Abū Mansūr al-Mustarshid",al-Mustarshid,Abū Mansūr,b. al-Mustazhir,al-Mustarshid,Khalīfa / Amīr al-Mu'minīn,Halife,512,529,1118,1135,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mustazhir,al-Rāshid,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,17,34,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Babadan Oğula
3-035,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"al-Mansūr b. al-Mustarshid, Abū Ja'far al-Rāshid",al-Rāshid,Abū Ja'far,b. al-Mustarshid,al-Rāshid,Khalīfa / Amīr al-Mu'minīn,Halife,529,530,1135,1136,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mustarshid,al-Muqtafī,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,1,35,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Babadan Oğula
3-036,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Muhammad b. al-Mustazhir, Abū 'Abdallāh al-Muqtafī",al-Muqtafī,Abū 'Abdallāh,b. al-Mustazhir,al-Muqtafī,Khalīfa / Amīr al-Mu'minīn,Halife,530,555,1136,1160,,,,Quraysh - Hāshim,Irak - Bağdat,al-Rāshid,al-Mustanjid,amca,Sikke bastı (o); halifelik gücünü yeniden canlandırdı,Erken Abbâsî,Sünnî Hanefî,24,36,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Amca/Yeğen
3-037,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Yūsuf b. al-Muqtafī, Abu 'l-Muzaffar al-Mustanjid",al-Mustanjid,Abu 'l-Muzaffar,b. al-Muqtafī,al-Mustanjid,Khalīfa / Amīr al-Mu'minīn,Halife,555,566,1160,1170,,,,Quraysh - Hāshim,Irak - Bağdat,al-Muqtafī,al-Mustadī',oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,10,37,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Babadan Oğula
3-038,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"al-Hasan b. al-Mustanjid, Abū Muhammad al-Mustadī'",al-Mustadī',Abū Muhammad,b. al-Mustanjid,al-Mustadī',Khalīfa / Amīr al-Mu'minīn,Halife,566,575,1170,1180,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mustanjid,al-Nāsir,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,10,38,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,12,Hayır,Hayır,Babadan Oğula
3-039,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Ahmad b. al-Mustadī', Abu 'l-'Abbās al-Nāsir",al-Nāsir,Abu 'l-'Abbās,b. al-Mustadī',al-Nāsir,Khalīfa / Amīr al-Mu'minīn,Halife,575,622,1180,1225,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mustadī',al-Zāhir,oğlu,Sikke bastı (o); güçlü halife; Futuwwa örgütlerinin başı,Erken Abbâsî,Sünnî Hanefî,45,39,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,Babadan Oğula
3-040,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"Muhammad b. al-Nāsir, Abū Nasr al-Zāhir",al-Zāhir,Abū Nasr,b. al-Nāsir,al-Zāhir,Khalīfa / Amīr al-Mu'minīn,Halife,622,623,1225,1226,,,,Quraysh - Hāshim,Irak - Bağdat,al-Nāsir,al-Mustansir,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,1,40,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,Babadan Oğula
3-041,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"al-Mansūr b. al-Zāhir, Abū Ja'far al-Mustansir",al-Mustansir,Abū Ja'far,b. al-Zāhir,al-Mustansir,Khalīfa / Amīr al-Mu'minīn,Halife,623,640,1226,1242,,,,Quraysh - Hāshim,Irak - Bağdat,al-Zāhir,al-Musta'sim,oğlu,Sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,16,41,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,Babadan Oğula
3-042,3,Abbâsî Halifeleri,Irak ve Bağdat halifeleri,"'Abdallāh b. al-Mustansir, Abū Ahmad al-Musta'sim",al-Musta'sim,Abū Ahmad,b. al-Mustansir,al-Musta'sim,Khalīfa / Amīr al-Mu'minīn,Halife,640,656,1242,1258,,,,Quraysh - Hāshim,Irak - Bağdat,al-Mustansir,— (Moğol istilası),oğlu,Son Bağdat halifesi; Moğollar tarafından öldürüldü; sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,16,42,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,Babadan Oğula
3-043,3,Abbâsî Halifeleri,"Halep, Harran ve kuzey Suriye halifesi","Ahmad b. al-Hasan, Abu 'l-'Abbās al-Hākim I",al-Hākim I,Abu 'l-'Abbās,b. al-Hasan,al-Hākim I,Khalīfa,Halife,659,660,1261,1261,,,,Quraysh - Hāshim,Halep (Aleppo),— (Bağdat sonrası),— (Kahire'ye nakil),,Halep'te ilan edildi; 661/1262'de Kahire'ye nakledildi; sikke bastı (o),Erken Abbâsî,Sünnî Hanefî,0,43,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,
3-044,3,Abbâsî Halifeleri,Kahire halifeleri,"Ahmad b. al-Zāhir, Abu 'l-Qāsim al-Mustansir",al-Mustansir (Kahire),Abu 'l-Qāsim,b. al-Zāhir,al-Mustansir,Khalīfa,Halife,659,661,1261,1262,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),— (ilk Kahire halifesi),al-Hākim I,,Bağdat'ı geri almak için ordu yönetti; kayboldu,Erken Abbâsî,Sünnî Hanefî,1,44,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,
3-045,3,Abbâsî Halifeleri,Kahire halifeleri,"Ahmad b. al-Hasan, Abu 'l-'Abbās al-Hākim I",al-Hākim I (Kahire),Abu 'l-'Abbās,b. al-Hasan,al-Hākim I,Khalīfa,Halife,661,701,1262,1302,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustansir,al-Mustakfī I,,Halep'ten Kahire'ye nakledildi,Erken Abbâsî,Sünnî Hanefî,40,45,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,13,Hayır,Hayır,
3-046,3,Abbâsî Halifeleri,Kahire halifeleri,"Sulaymān b. al-Hākim I, Abū Rabī'a al-Mustakfī I",al-Mustakfī I,Abū Rabī'a,b. al-Hākim I,al-Mustakfī I,Khalīfa,Halife,701,740,1302,1340,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Hākim I,al-Wāthiq I,oğlu,,Erken Abbâsî,Sünnî Hanefî,38,46,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,Babadan Oğula
3-047,3,Abbâsî Halifeleri,Kahire halifeleri,"Ibrāhīm b. Muhammad al-Mustamsik, Abū Ishāq al-Wāthiq I",al-Wāthiq I,Abū Ishāq,b. Muhammad al-Mustamsik,al-Wāthiq I,Khalīfa,Halife,740,741,1340,1341,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustakfī I,al-Hākim II,,,Erken Abbâsî,Sünnî Hanefî,1,47,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-048,3,Abbâsî Halifeleri,Kahire halifeleri,"Ahmad b. al-Mustakfī I, Abu 'l-'Abbās al-Hākim II",al-Hākim II,Abu 'l-'Abbās,b. al-Mustakfī I,al-Hākim II,Khalīfa,Halife,741,753,1341,1352,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Wāthiq I,al-Mu'tadid I,,,Erken Abbâsî,Sünnî Hanefî,11,48,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-049,3,Abbâsî Halifeleri,Kahire halifeleri,"Abū Bakr b. al-Mustakfī I, Abu 'l-Fath al-Mu'tadid I",al-Mu'tadid I,Abu 'l-Fath,b. al-Mustakfī I,al-Mu'tadid I,Khalīfa,Halife,753,763,1352,1362,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Hākim II,al-Mutawakkil I,,,Erken Abbâsî,Sünnî Hanefî,10,49,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-050,3,Abbâsî Halifeleri,Kahire halifeleri,"Muhammad b. al-Mu'tadid I, Abū 'Abdallāh al-Mutawakkil I, first reign",al-Mutawakkil I (1.),Abū 'Abdallāh,b. al-Mu'tadid I,al-Mutawakkil I,Khalīfa,Halife,763,779,1362,1377,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mu'tadid I,al-Mu'tasim,oğlu,Birinci saltanat,Erken Abbâsî,Sünnî Hanefî,15,50,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,Babadan Oğula
3-051,3,Abbâsî Halifeleri,Kahire halifeleri,"Zakariyyā' b. al-Wāthiq I, Abū Yahyā al-Mu'tasim, first reign",al-Mu'tasim (1.),Abū Yahyā,b. al-Wāthiq I,al-Mu'tasim,Khalīfa,Halife,779,779,1377,1377,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mutawakkil I,al-Mutawakkil I (2.),,Birinci saltanat,Erken Abbâsî,Sünnî Hanefî,0,51,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-052,3,Abbâsî Halifeleri,Kahire halifeleri,"Muhammad al-Mutawakkil I, second reign",al-Mutawakkil I (2.),,,al-Mutawakkil I,Khalīfa,Halife,779,785,1377,1383,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mu'tasim,al-Wāthiq II,,İkinci saltanat,Erken Abbâsî,Sünnî Hanefî,6,52,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-053,3,Abbâsî Halifeleri,Kahire halifeleri,"'Umar b. al-Wāthiq I, Abū Hafs al-Wāthiq II",al-Wāthiq II,Abū Hafs,b. al-Wāthiq I,al-Wāthiq II,Khalīfa,Halife,785,788,1383,1386,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mutawakkil I,al-Mu'tasim (2.),,,Erken Abbâsî,Sünnî Hanefî,3,53,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-054,3,Abbâsî Halifeleri,Kahire halifeleri,"Zakariyyā' al-Mu'tasim, second reign",al-Mu'tasim (2.),Abū Yahyā,b. al-Wāthiq I,al-Mu'tasim,Khalīfa,Halife,788,791,1386,1389,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Wāthiq II,al-Mutawakkil I (3.),,İkinci saltanat,Erken Abbâsî,Sünnî Hanefî,3,54,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-055,3,Abbâsî Halifeleri,Kahire halifeleri,"Muhammad al-Mutawakkil I, third reign",al-Mutawakkil I (3.),,,al-Mutawakkil I,Khalīfa,Halife,791,808,1389,1406,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mu'tasim,al-Musta'īn,,Üçüncü saltanat,Erken Abbâsî,Sünnî Hanefî,17,55,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,14,Hayır,Hayır,
3-056,3,Abbâsî Halifeleri,Kahire halifeleri,"'Abbās or Ya'qūb b. al-Mutawakkil I, Abu 'l-Fadl al-Musta'īn",al-Musta'īn (Kahire),Abu 'l-Fadl,b. al-Mutawakkil I,al-Musta'īn,Khalīfa,Halife,808,816,1406,1414,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mutawakkil I,al-Mu'tadid II,oğlu,815/1412'de sultan da ilan edildi,Erken Abbâsî,Sünnî Hanefî,8,56,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,Babadan Oğula
3-057,3,Abbâsî Halifeleri,Kahire halifeleri,"Dāwūd b. al-Mutawakkil I, Abu 'l-Fath al-Mu'tadid II",al-Mu'tadid II,Abu 'l-Fath,b. al-Mutawakkil I,al-Mu'tadid II,Khalīfa,Halife,816,845,1414,1441,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Musta'īn,al-Mustakfī II,kardeşi,,Erken Abbâsî,Sünnî Hanefî,27,57,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,Kardeş
3-058,3,Abbâsî Halifeleri,Kahire halifeleri,"Sulaymān b. al-Mutawakkil I, Abū Rabī'a al-Mustakfī II",al-Mustakfī II,Abū Rabī'a,b. al-Mutawakkil I,al-Mustakfī II,Khalīfa,Halife,845,855,1441,1451,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mu'tadid II,al-Qā'im,kardeşi,,Erken Abbâsî,Sünnî Hanefî,10,58,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,Kardeş
3-059,3,Abbâsî Halifeleri,Kahire halifeleri,"Hamza b. al-Mutawakkil I, Abū Bakr al-Qā'im",al-Qā'im (Kahire),Abū Bakr,b. al-Mutawakkil I,al-Qā'im,Khalīfa,Halife,855,859,1451,1455,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustakfī II,al-Mustanjid,kardeşi,,Erken Abbâsî,Sünnî Hanefî,4,59,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,Kardeş
3-060,3,Abbâsî Halifeleri,Kahire halifeleri,"Yūsuf b. al-Mutawakkil I, Abu 'l-Mahāsin al-Mustanjid",al-Mustanjid (Kahire),Abu 'l-Mahāsin,b. al-Mutawakkil I,al-Mustanjid,Khalīfa,Halife,859,884,1455,1479,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Qā'im,al-Mutawakkil II,kardeşi,,Erken Abbâsî,Sünnî Hanefî,24,60,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,Kardeş
3-061,3,Abbâsî Halifeleri,Kahire halifeleri,"'Abd al-'Azīz b. al-Musta'īn, Abu 'l-'Izz al-Mutawakkil II",al-Mutawakkil II,Abu 'l-'Izz,b. al-Musta'īn,al-Mutawakkil II,Khalīfa,Halife,884,903,1479,1497,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustanjid,al-Mustamsik,,,Erken Abbâsî,Sünnî Hanefî,18,61,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,15,Hayır,Hayır,
3-062,3,Abbâsî Halifeleri,Kahire halifeleri,"Ya'qūb b. al-Mutawakkil II, Abu 'l-Sabr al-Mustamsik, first reign",al-Mustamsik (1.),Abu 'l-Sabr,b. al-Mutawakkil II,al-Mustamsik,Khalīfa,Halife,903,914,1497,1508,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mutawakkil II,al-Mutawakkil III (1.),oğlu,Birinci saltanat,Erken Abbâsî,Sünnî Hanefî,11,62,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,16,Hayır,Hayır,Babadan Oğula
3-063,3,Abbâsî Halifeleri,Kahire halifeleri,"al-Mutawakkil III b. al-Mustamsik, first reign",al-Mutawakkil III (1.),,b. al-Mustamsik,al-Mutawakkil III,Khalīfa,Halife,914,922,1508,1516,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustamsik,al-Mustamsik (2.),oğlu,Birinci saltanat,Erken Abbâsî,Sünnî Hanefî,8,63,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,16,Hayır,Hayır,Babadan Oğula
3-064,3,Abbâsî Halifeleri,Kahire halifeleri,"Ya'qūb al-Mustamsik, second reign",al-Mustamsik (2.),Abu 'l-Sabr,b. al-Mutawakkil II,al-Mustamsik,Khalīfa,Halife,922,923,1516,1517,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mutawakkil III,al-Mutawakkil III (2.),,İkinci saltanat,Erken Abbâsî,Sünnî Hanefî,1,64,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,16,Hayır,Hayır,
3-065,3,Abbâsî Halifeleri,Kahire halifeleri,"al-Mutawakkil III, second reign",al-Mutawakkil III (2.),,b. al-Mustamsik,al-Mutawakkil III,Khalīfa,Halife,923,923,1517,1517,,,,Quraysh - Hāshim,Mısır - Kahire (Cairo),al-Mustamsik,— (Osmanlı fethi),,Son Abbâsî halifesi; İstanbul'a götürüldü; Osmanlı fethi,Erken Abbâsî,Sünnî Hanefî,0,65,Bilinmiyor,Irak/Cezîre,Arap,Merkezi İmparatorluk,33.31,44.37,16,Hayır,Evet,
4-001,4,Endülüs Emevîleri,,"'Abd al-Rahmān I b. Mu'āwiya, Abu 'l-Mutarrif al-Dākhil",'Abd al-Rahmān I,Abu 'l-Mutarrif,b. Mu'āwiya,al-Dākhil,Amīr,Emir,138,172,756,788,,,o,Quraysh - Umayya,Kurtuba,—,Hishām I,—,Abbâsî katliamından kaçtı; İspanya'da Emevî emirliğini kurdu; sikke bastı (o),Emevî,Sünnî Mâlikî,32,1,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,8,Evet,Hayır,Kurucu
4-002,4,Endülüs Emevîleri,,"Hishām I b. 'Abd al-Rahmān I, Abu 'l-Walīd",Hishām I,Abu 'l-Walīd,b. 'Abd al-Rahmān I,,Amīr,Emir,172,180,788,796,,,o,Quraysh - Umayya,Kurtuba,'Abd al-Rahmān I,al-Hakam I,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,8,2,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,8,Hayır,Hayır,Babadan Oğula
4-003,4,Endülüs Emevîleri,,"al-Hakam I b. Hishām I, Abu 'l-'Ās",al-Hakam I,Abu 'l-'Ās,b. Hishām I,,Amīr,Emir,180,206,796,822,,,o,Quraysh - Umayya,Kurtuba,Hishām I,'Abd al-Rahmān II,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,26,3,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,9,Hayır,Hayır,Babadan Oğula
4-004,4,Endülüs Emevîleri,,"'Abd al-Rahmān II b. al-Hakam I, Abu 'l-Mutarrif al-Mutawassit",'Abd al-Rahmān II,Abu 'l-Mutarrif,b. al-Hakam I,al-Mutawassit,Amīr,Emir,206,238,822,852,,,o,Quraysh - Umayya,Kurtuba,al-Hakam I,Muhammad I,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,30,4,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,9,Hayır,Hayır,Babadan Oğula
4-005,4,Endülüs Emevîleri,,"Muhammad I b. 'Abd al-Rahmān II, Abū 'Abdallāh",Muhammad I,Abū 'Abdallāh,b. 'Abd al-Rahmān II,,Amīr,Emir,238,273,852,886,,,o,Quraysh - Umayya,Kurtuba,'Abd al-Rahmān II,al-Mundhir,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,34,5,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,9,Hayır,Hayır,Babadan Oğula
4-006,4,Endülüs Emevîleri,,"al-Mundhir b. Muhammad I, Abu 'l-Hakam",al-Mundhir,Abu 'l-Hakam,b. Muhammad I,,Amīr,Emir,273,275,886,888,,,o,Quraysh - Umayya,Kurtuba,Muhammad I,'Abdallāh,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,2,6,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,9,Hayır,Hayır,Babadan Oğula
4-007,4,Endülüs Emevîleri,,"'Abdallāh b. Muhammad I, Abū Muhammad",'Abdallāh,Abū Muhammad,b. Muhammad I,,Amīr,Emir,275,300,888,912,,,o,Quraysh - Umayya,Kurtuba,al-Mundhir,'Abd al-Rahmān III,kardeşi,Sikke bastı (o),Emevî,Sünnî Mâlikî,24,7,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,9,Hayır,Hayır,Kardeş
4-008,4,Endülüs Emevîleri,,"'Abd al-Rahmān III b. Muhammad, Abu 'l-Mutarrif al-Nāsir",'Abd al-Rahmān III,Abu 'l-Mutarrif,b. Muhammad,al-Nāsir,Khalīfa / Amīr al-Mu'minīn,Halife,300,350,912,961,,,o,Quraysh - Umayya,Kurtuba,'Abdallāh,al-Hakam II,torunu,50 yıl hüküm sürdü; halife unvanı aldı; sikke bastı (o),Emevî,Sünnî Mâlikî,49,8,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,10,Hayır,Hayır,Torun
4-009,4,Endülüs Emevîleri,,"al-Hakam II b. 'Abd al-Rahmān III, Abu 'l-Mutarrif al-Mustansir",al-Hakam II,Abu 'l-Mutarrif,b. 'Abd al-Rahmān III,al-Mustansir,Khalīfa,Halife,350,366,961,976,,,o,Quraysh - Umayya,Kurtuba,'Abd al-Rahmān III,Hishām II,oğlu,Sikke bastı (o),Emevî,Sünnî Mâlikî,15,9,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,10,Hayır,Hayır,Babadan Oğula
4-010,4,Endülüs Emevîleri,,"Hishām II b. al-Hakam II, Abu 'l-Walīd al-Mu'ayyad, first reign",Hishām II (1. saltanat),Abu 'l-Walīd,b. al-Hakam II,al-Mu'ayyad,Khalīfa,Halife,366,399,976,1009,,,o,Quraysh - Umayya,Kurtuba,al-Hakam II,Muhammad II,oğlu,Birinci saltanat; gerçek iktidar Hâcib İbn Ebî Âmir'de (al-Mansūr),Emevî,Sünnî Mâlikî,33,10,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,10,Hayır,Hayır,Babadan Oğula
4-011,4,Endülüs Emevîleri,,"Muhammad II b. Hishām II, al-Mahdī, first reign",Muhammad II (1.),,b. Hishām II,al-Mahdī,Khalīfa,Halife,399,400,1009,1009,,,,Quraysh - Umayya,Kurtuba,Hishām II,Sulaymān,,Birinci saltanat,Emevî,Sünnî Mâlikî,0,11,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,11,Hayır,Hayır,
4-012,4,Endülüs Emevîleri,,"Sulaymān b. al-Hakam, al-Musta'īn, first reign",Sulaymān (1.),,b. al-Hakam,al-Musta'īn,Khalīfa,Halife,400,400,1009,1010,,,,Quraysh - Umayya,Kurtuba,Muhammad II,Hishām II (2.),,Birinci saltanat,Emevî,Sünnî Mâlikî,1,12,Bilinmiyor,Batı İslam (İspanya/Mağrib),Arap,Merkezi İmparatorluk,37.88,-4.77,11,Hayır,Hayır,
